Has a citizen made a request for compliance?,Is this the location of a missing ramp where one is warranted?,Are there Detectable Warnings?,Are the Detectable Warnings properly placed?,Are the Detectable Warnings in good condition and show color contrast?,Maximum slope of side flares? (answer 99 if no side flares),Is there a built up Curb Ramp?,"Are all slope transitions less then 1/4""?",Is there a 4'x4' landing at bottom of Curb Ramp outside vehicle lane?,Is there a 4'x4' landing at top of Curb Ramp?,What is the maximum cross slope of the top landing?,What is the minimum width of the Curb Ramp? (inches),Maximum cross slope of Curb Ramp?,Maximum running slope of Curb Ramp?,Maximum Curb Ramp Gutter Slope?,Minimum width of adjacent walk?,Maximum cross slope of adjacent walk?,Maximum running slope of adjacent walk?,"Are all horizontal openings of the Curb Ramp less then 1/2""?",Minimum width of marked Cross Walk? (99 if no Cross Walk),Maximum cross slope of existing/proposed Cross Walk?,Maximum running slope of existing/proposed Cross Walk?,Are there Traffic Signals?,Are there Pedestrian Signals?,Is there a push button within reach of sidewalk?,Latitude,Longitude,Street,Crossing Street (or Facility),Ramp Direction,Is this the location of a missing ramp where one is warranted?,Are there Detectable Warnings?,Are the Detectable Warnings properly placed?,Are the Detectable Warnings in good condition and show color contrast?,Maximum slope of side flares? (answer 99 if no side flares),"Are all slope transitions less then 1/4""?",Is there a 4'x4' landing at bottom of Curb Ramp outside vehicle lane?,Is there a 4'x4' landing at top of Curb Ramp?,What is the maximum cross slope of the top landing?,What is the minimum width of the Curb Ramp?,Maximum cross slope of Curb Ramp?,Maximum running slope of Curb Ramp?,Maximum Curb Ramp Gutter Slope?,Minimum width of adjacent walk?,Maximum cross slope of adjacent walk?,Maximum running slope of adjacent walk?,"Are all horizontal openings of the Curb Ramp less then 1/2""?",Maximum cross slope of existing/proposed Cross Walk?,Maximum running slope of existing/proposed Cross Walk?,Is there a push button within reach of sidewalk?,Total Curb Ramp Condition Score,Total Gutter Slope Condition Score,Total Adjacent Walk Condition Score,Total Crosswalk Condition Score,Total Ped Signal Condition Score,Total Condition  Score,Has a citizen made a request for compliance?,Population Density,Senior Population Density,Disabled Population Density,Distance from Public Places,Distance form Transit Route,Total Location Rating,TOTAL RATING
No,No,Yes,Yes,No,99,No,Yes,No,Yes,1.5,72,9.1,7,5.7,60,0.4,2,Yes,120,0.3,1.2,Yes,Yes,Yes,41.689374,-87.816956,Roberts Road,111th Street,SW-S,0,0,0,10,,0,10,0,0,0,10,0,3,0,0,0,0,0,0,0,30,3,0,0,0,33,0,5,7,5,10,5,32,65
No,No,Yes,Yes,No,99,No,Yes,No,Yes,1.4,72,1.2,10.9,4.7,60,2.8,1.5,Yes,72,1.9,0.9,Yes,Yes,Yes,41.68936,-87.816923,Roberts Road,111th Street,SW-W,0,0,0,10,,0,10,0,0,0,0,10,0,0,7,0,0,0,0,0,30,0,7,0,0,37,0,5,7,5,10,5,32,69
No,No,Yes,Yes,Yes,10.2,No,No,No,No,99,77,1.7,4.4,3.3,99,99,99,Yes,76,1.8,0.8,Yes,Yes,Yes,41.689614,-87.816634,Roberts Road,11th Street,Median-N,0,0,0,0,5,10,10,10,,0,0,0,0,,,,0,0,0,0,35,0,0,0,0,35,0,3,3,3,10,5,24,59
No,No,Yes,Yes,Yes,10.1,No,Yes,No,No,2.6,56,2.8,1.1,1.1,99,99,99,Yes,120,1.3,1.9,Yes,Yes,Yes,41.689588,-87.816627,Roberts Road,11th Street,Median-S,0,0,0,0,5,0,10,10,10,0,10,0,0,,,,0,0,0,0,45,0,0,0,0,45,0,3,3,3,10,5,24,69
No,No,Yes,Yes,Yes,7.3,No,No,No,No,99,62,0.5,3.3,2.9,99,99,99,Yes,73,1.4,0.2,Yes,Yes,Yes,41.689611,-87.81666,Roberts Road,11th Street,Median-W,0,0,0,0,0,10,10,10,,0,0,0,0,,,,0,0,0,0,30,0,0,0,0,30,0,3,3,3,10,5,24,54
No,No,Yes,Yes,Yes,99,No,No,No,Yes,3.6,105,1.5,8.8,2.2,59,4.8,1,Yes,76,0.3,1,Yes,Yes,Yes,41.689661,-87.816574,Roberts Road,11th Street,NE,0,0,0,0,,10,10,0,10,0,0,10,0,0,7,0,0,0,0,0,40,0,7,0,0,47,0,3,3,3,10,5,24,71
No,No,Yes,No,Yes,99,No,No,No,Yes,2,62,0.3,5,0.9,58,2.2,0.1,Yes,75,0.9,1.4,Yes,Yes,Yes,41.689351,-87.816597,Roberts Road,11th Street,SE-E,0,0,10,0,,10,10,0,0,0,0,0,0,0,7,0,0,0,0,0,30,0,7,0,0,37,0,3,3,3,10,5,24,61
No,No,Yes,No,Yes,96,No,No,No,Yes,2.1,60,0.2,5,0.9,58,2.2,0.1,Yes,119,0.9,3.3,Yes,Yes,Yes,41.689371,-87.816552,Roberts Road,11th Street,SE-S,0,0,10,0,5,10,10,0,10,0,0,0,0,0,7,0,0,0,0,0,45,0,7,0,0,52,0,3,3,3,10,5,24,76
No,No,Yes,Yes,Yes,99,No,Yes,No,Yes,1.4,58,3.8,7.6,4,59,1.2,0.5,Yes,72,3.4,0.1,No,No,No,41.764186,-87.819661,Roberts Road,70th Street,NE,0,0,0,0,,0,10,0,0,0,10,0,0,0,0,0,0,0,0,,20,0,0,0,,20,0,3,0,3,5,0,11,31
No,No,Yes,Yes,Yes,99,No,No,No,Yes,2.6,60,3,5.8,8.3,60,1.6,0.2,Yes,72,1.9,1.5,No,No,No,41.764059,-87.819648,Roberts Road,70th Street,SE,0,0,0,0,,10,10,0,10,0,10,0,3,0,0,0,0,0,0,,40,3,0,0,,43,0,3,0,3,5,0,11,54
No,No,Yes,Yes,Yes,99,No,No,No,Yes,1.6,47,3,3.6,1.3,59,3.1,0.1,Yes,99,1.3,0.2,Yes,Yes,No,41.762402,-87.819585,Roberts Road,71st Street,NE,0,0,0,0,,10,10,0,0,10,10,0,0,0,7,0,0,0,0,3,40,0,7,0,3,50,0,3,0,3,5,0,11,61
No,No,Yes,Yes,Yes,99,No,No,No,Yes,2,59,5.5,9.2,0.8,61,2.2,2.5,Yes,99,0.3,0.9,Yes,Yes,Yes,41.76218,-87.819588,Roberts Road,71st Street,SE,0,0,0,0,,10,10,0,0,0,10,10,0,0,7,0,0,0,0,0,40,0,7,0,0,47,0,3,0,3,5,0,11,58
No,No,Yes,Yes,Yes,99,No,Yes,No,Yes,3.3,57,4,3.9,1.2,58,2.1,0.2,Yes,72,0.2,0.1,No,No,No,41.760549,-87.819499,Roberts Road,72nd Street,NE,0,0,0,0,,0,10,0,10,0,10,0,0,0,7,0,0,0,0,,30,0,7,0,,37,0,3,0,3,7,0,13,50
No,No,Yes,Yes,Yes,99,No,Yes,No,Yes,2.8,50,2.9,8.4,0.4,59,1.4,2.2,Yes,72,0.7,0.9,No,No,No,41.760403,-87.819486,Roberts Road,72nd Street,SE,0,0,0,0,,0,10,0,10,0,10,10,0,0,0,0,0,0,0,,40,0,0,0,,40,0,3,0,3,7,0,13,53
No,No,Yes,Yes,Yes,99,No,No,No,Yes,50,5.4,6,11.8,2.4,48,5.9,0.4,Yes,99,0.8,0.2,No,No,No,41.757813,-87.819404,Roberts Road,73rd Place,NE-E,0,0,0,0,,10,10,0,10,10,10,10,0,0,7,0,0,0,0,,60,0,7,0,,67,0,3,0,3,7,0,13,80
No,No,Yes,Yes,Yes,99,No,No,No,Yes,4.7,55,3.6,10.6,5.5,47,2.7,5,Yes,99,2.4,0.2,No,No,No,41.757789,-87.819368,Roberts Road,73rd Place,NE-N,0,0,0,0,,10,10,0,10,0,10,10,3,7,7,0,0,0,0,,50,3,14,0,,67,0,3,0,3,7,0,13,80
No,No,Yes,Yes,Yes,99,No,Yes,No,No,0.4,56,1.8,6,1.4,58,1.2,0.5,Yes,99,2.8,0.1,No,No,No,41.757666,-87.819357,Roberts Road,73rd Place,SE,0,0,0,0,,0,10,10,0,0,0,0,0,0,0,0,0,0,0,,20,0,0,0,,20,0,3,0,3,7,0,13,33
No,No,Yes,Yes,Yes,99,No,Yes,No,Yes,2.2,66,3.1,10.2,1.5,59,1.7,1,Yes,70,0.7,0.7,No,No,No,41.758717,-87.819424,Roberts Road,73rd Street,NE,0,0,0,0,,0,10,0,10,0,10,10,0,0,0,0,0,0,0,,40,0,0,0,,40,0,3,0,3,7,0,13,53
No,No,Yes,Yes,Yes,99,No,No,No,Yes,5.2,47,5.1,12.1,0.8,47,1,0.7,Yes,99,0.2,0.1,No,No,No,41.758559,-87.819439,Roberts Road,73rd Street,SE-E,0,0,0,0,,10,10,0,10,10,10,10,0,7,0,0,0,0,0,,60,0,7,0,,67,0,3,0,3,7,0,13,80
No,No,Yes,Yes,Yes,99,No,No,No,Yes,3.7,50,4.3,15.8,4.2,47,1.9,1.9,Yes,73,1.8,0.5,No,No,No,41.758581,-87.819397,Roberts Road,73rd Street,SE-S,0,0,0,0,,10,10,0,10,0,10,10,0,7,0,0,0,0,0,,50,0,7,0,,57,0,3,0,3,7,0,13,70
No,No,Yes,Yes,Yes,99,No,Yes,No,Yes,4,50,2.5,9.1,3,58,2.1,2.1,Yes,72,0.7,0.7,No,No,No,41.755984,-87.819303,Roberts Road,74th Place,NE,0,0,0,0,,0,10,0,10,0,10,10,0,0,7,0,0,0,0,,40,0,7,0,,47,0,3,0,3,10,0,16,63
No,No,Yes,Yes,Yes,99,No,Yes,No,Yes,2.3,60,2,8.1,0.8,60,2.5,1.5,Yes,72,1,0.3,No,No,No,41.755897,-87.819302,Roberts Road,74th Place,SE,0,0,0,0,,0,10,0,10,0,0,0,0,0,7,0,0,0,0,,20,0,7,0,,27,0,3,0,3,10,0,16,43
No,No,Yes,Yes,Yes,99,No,No,No,Yes,1.5,50,3.2,6.3,0.2,58,2.5,0.6,Yes,72,0.5,1.2,No,No,No,41.756871,-87.819347,Roberts Road,74th Street,NE,0,0,0,0,,10,10,0,0,0,10,0,0,0,7,0,0,0,0,,30,0,7,0,,37,0,3,0,3,7,0,13,50
No,No,Yes,Yes,Yes,99,No,No,No,Yes,2.2,59,2.5,6,0.3,60,1.6,0.7,Yes,72,0.9,0.1,No,No,No,41.756752,-87.819339,Roberts Road,74th Street,SE,0,0,0,0,,10,10,0,10,0,10,0,0,0,0,0,0,0,0,,40,0,0,0,,40,0,3,0,3,7,0,13,53
No,No,Yes,Yes,Yes,99,"Yes, outside vehicle path",No,No,Yes,0.8,60,1.6,6.4,6.3,60,0.4,0.6,Yes,68,0.3,2.6,No,No,No,41.755094,-87.819254,Roberts Road,75th Street,NE-E,0,0,0,0,,10,10,0,0,0,0,0,3,0,0,0,0,0,0,,20,3,0,0,,23,0,3,0,3,10,0,16,39
No,No,Yes,Yes,Yes,99,"Yes, outside vehicle path",No,No,Yes,2.8,59,1.6,7,1.7,59,5.2,0.5,Yes,71,1.8,1.9,No,No,No,41.755046,-87.819251,Roberts Road,75th Street,NE-N,0,0,0,0,,10,10,0,10,0,0,0,0,0,7,0,0,0,0,,30,0,7,0,,37,0,3,0,3,10,0,16,53
No,No,No,No,No,99,"Yes, outside vehicle path",No,No,Yes,3,59,0.5,6.1,4.1,60,3.8,1,Yes,99,0.6,4.1,No,No,No,41.754888,-87.819298,Roberts Road,75th Street,SE-E,0,20,10,10,,10,10,0,10,0,0,0,0,0,7,0,0,0,0,,70,0,7,0,,77,0,3,0,3,10,0,16,93
No,No,Yes,Yes,Yes,99,"Yes, outside vehicle path",No,No,Yes,2.4,59,1.6,7,1.7,59,5.3,0.5,Yes,71,1.8,1.9,No,No,No,41.754924,-87.81925,Roberts Road,75th Street,SE-S,0,0,0,0,,10,10,0,10,0,0,0,0,0,7,0,0,0,0,,30,0,7,0,,37,0,3,0,3,10,0,16,53
No,No,Yes,Yes,Yes,99,No,Yes,No,Yes,1.3,60,3.3,7.8,1.5,58,2,0.7,Yes,99,0.2,1.1,No,No,No,41.752871,-87.819169,Roberts Road,76th Street,NE,0,0,0,0,,0,10,0,0,0,10,0,0,0,0,0,0,0,0,,20,0,0,0,,20,0,3,0,3,10,0,16,36
No,No,Yes,Yes,Yes,99,No,Yes,No,Yes,0.7,58,2,11.3,1.6,59,2.2,5.5,Yes,99,0.4,0.1,No,No,No,41.752728,-87.819172,Roberts Road,76th Street,SE,0,0,0,0,,0,10,0,0,0,0,10,0,0,7,7,0,0,0,,20,0,14,0,,34,0,3,0,3,10,0,16,50
No,No,Yes,Yes,Yes,99,No,Yes,No,Yes,2,60,2.6,9.2,2.1,60,2.1,3.5,Yes,68,0.2,0.1,No,No,No,41.751402,-87.819109,Roberts Road,77th Street,NE,0,0,0,0,,0,10,0,0,0,10,10,0,0,7,0,0,0,0,,30,0,7,0,,37,0,3,0,3,7,0,13,50
No,No,Yes,Yes,Yes,99,No,Yes,No,Yes,1,59,1.3,9.3,2.4,60,2.7,3.7,Yes,72,0.9,1.2,No,No,No,41.751269,-87.819095,Roberts Road,77th Street,SE,0,0,0,0,,0,10,0,0,0,0,10,0,0,7,0,0,0,0,,20,0,7,0,,27,0,3,0,3,7,0,13,40
No,No,Yes,Yes,Yes,99,No,Yes,No,Yes,2.1,63,1.9,7.3,2.2,60,3.3,0.4,Yes,66,0.6,1.1,No,No,No,41.749574,-87.819035,Roberts Road,78th Street,NE,0,0,0,0,,0,10,0,10,0,0,0,0,0,7,0,0,0,0,,20,0,7,0,,27,0,3,0,3,7,0,13,40
No,No,Yes,Yes,Yes,99,No,Yes,No,Yes,3.3,54,3.8,4.1,0.9,59,3,3.6,Yes,66,0.4,0.6,No,No,No,41.749435,-87.819026,Roberts Road,78th Street,SE,0,0,0,0,,0,10,0,10,0,10,0,0,0,7,0,0,0,0,,30,0,7,0,,37,0,3,0,3,7,0,13,50
No,No,Yes,Yes,Yes,99,"Yes, outside vehicle path",Yes,No,Yes,2.2,60,1.5,0.1,2.8,59,3.7,1.3,Yes,72,2.8,0.4,No,No,No,41.74667,-87.818912,Roberts Road,79th Place,NE,0,0,0,0,,0,10,0,10,0,0,0,0,0,7,0,0,0,0,,20,0,7,0,,27,0,3,0,3,10,0,16,43
No,No,Yes,Yes,Yes,99,"Yes, outside vehicle path",Yes,No,Yes,0.9,60,1.2,1.2,1.7,60,4.6,1.1,Yes,72,2.8,1.8,No,No,No,41.746501,-87.818906,Roberts Road,79th Place,SE,0,0,0,0,,0,10,0,0,0,0,0,0,0,7,0,0,0,0,,10,0,7,0,,17,0,3,0,3,10,0,16,33
No,No,Yes,Yes,Yes,99,No,Yes,No,Yes,1,78,2.9,5.7,5.9,59,1.3,1.9,Yes,71,1.2,1.7,Yes,Yes,Yes,41.747787,-87.818945,Roberts Road,79th Street,NE,0,0,0,0,,0,10,0,0,0,10,0,3,0,0,0,0,0,0,0,20,3,0,0,0,23,0,3,0,3,7,0,13,36
No,No,Yes,Yes,Yes,99,"Yes, outside vehicle path",No,No,Yes,0.2,154,2.1,7.2,2.9,58,2.1,0.2,Yes,72,2.6,3.1,Yes,Yes,Yes,41.747491,-87.818957,Roberts Road,79th Street,SE-E,0,0,0,0,,10,10,0,0,0,10,0,0,0,7,0,0,0,0,0,30,0,7,0,0,37,0,3,0,3,7,0,13,50
No,No,Yes,Yes,Yes,99,"Yes, outside vehicle path",No,No,Yes,0.8,154,3.2,5.9,2.7,59,2,0.8,Yes,72,0.9,2.6,Yes,Yes,Yes,41.747507,-87.818924,Roberts Road,79th Street,SE-S,0,0,0,0,,10,10,0,0,0,10,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30,0,3,0,3,7,0,13,43
No,No,Yes,No,Yes,9.1,No,Yes,No,Yes,0.5,60,2.4,6.7,0.7,41,1.3,2.8,Yes,72,2.3,1.6,Yes,Yes,Yes,41.74749,-87.819272,Roberts Road,79th Street,SW,0,0,10,0,0,0,10,0,0,0,10,0,0,7,0,0,0,0,0,0,30,0,7,0,0,37,0,3,0,5,7,0,15,52
No,No,Yes,Yes,Yes,99,"Yes, outside vehicle path",Yes,No,Yes,1.6,60,0.7,6.2,2.5,59,3.1,0.6,Yes,72,1.6,0.7,No,No,No,41.744903,-87.818847,Roberts Road,80th Place,NE,0,0,0,0,,0,10,0,0,0,0,0,0,0,7,0,0,0,0,,10,0,7,0,,17,0,3,0,3,10,0,16,33
No,No,Yes,Yes,Yes,99,"Yes, outside vehicle path",Yes,No,Yes,0.8,60,1.5,7.2,1.7,62,1.2,0.6,Yes,72,2.3,0.7,No,No,No,41.744774,-87.818841,Roberts Road,80th Place,SE,0,0,0,0,,0,10,0,0,0,0,0,0,0,0,0,0,0,0,,10,0,0,0,,10,0,3,0,3,10,0,16,26
No,No,Yes,Yes,Yes,99,"Yes, outside vehicle path",Yes,No,Yes,0.6,60,1.1,1,3.2,60,3.5,1.2,Yes,72,4.1,2.2,No,No,No,41.745777,-87.818875,Roberts Road,80th Street,NE,0,0,0,0,,0,10,0,0,0,0,0,0,0,7,0,0,0,0,,10,0,7,0,,17,0,3,0,3,10,0,16,33
No,No,Yes,Yes,Yes,99,"Yes, outside vehicle path",Yes,No,Yes,0.5,59,1.6,2.9,0.8,60,1.4,0.6,Yes,65,3.9,2.4,No,No,No,41.74592,-87.819221,Roberts Road,80th Street,NW,0,0,0,0,,0,10,0,0,0,0,0,0,0,0,0,0,0,0,,10,0,0,0,,10,0,3,0,5,10,0,18,28
No,No,Yes,Yes,Yes,99,"Yes, outside vehicle path",Yes,No,Yes,1.1,59,2,7.8,1.6,59,2.9,0.6,Yes,72,1.7,2.7,No,No,No,41.74564,-87.818875,Roberts Road,80th Street,SE,0,0,0,0,,0,10,0,0,0,0,0,0,0,7,0,0,0,0,,10,0,7,0,,17,0,3,0,3,10,0,16,33
No,No,Yes,No,Yes,99,No,No,No,Yes,2,64,2.1,6.1,1.1,60,3.2,0.5,No,65,4.8,0.2,No,No,No,41.745796,-87.819219,Roberts Road,80th Street,SW,0,0,10,0,,10,10,0,0,0,10,0,0,0,7,0,5,0,0,,45,0,7,0,,52,0,3,0,5,10,0,18,70
No,No,Yes,Yes,Yes,99,"Yes, outside vehicle path",Yes,No,Yes,0.5,59,1.4,4.3,1.8,60,2.2,0.5,Yes,66,2.7,1.8,No,No,No,41.743147,-87.818775,Roberts Road,81st Place,NE,0,0,0,0,,0,10,0,0,0,0,0,0,0,7,0,0,0,0,,10,0,7,0,,17,0,3,0,3,10,0,16,33
No,No,Yes,Yes,Yes,99,"Yes, outside vehicle path",Yes,No,Yes,1.2,59,1.5,5.8,4.1,60,2.1,0.7,Yes,66,1.6,0.6,No,No,No,41.743028,-87.818773,Roberts Road,81st Place,SE,0,0,0,0,,0,10,0,0,0,0,0,0,0,7,0,0,0,0,,10,0,7,0,,17,0,3,0,3,10,0,16,33
No,No,Yes,Yes,Yes,99,"Yes, outside vehicle path",Yes,No,Yes,1.1,60,2.3,6.2,3.9,60,5.8,0.5,Yes,71,3,0.6,No,No,No,41.74402,-87.81881,Roberts Road,81st Street,NE,0,0,0,0,,0,10,0,0,0,10,0,0,0,7,0,0,0,0,,20,0,7,0,,27,0,3,0,3,10,0,16,43
No,No,Yes,Yes,Yes,99,"Yes, outside vehicle path",Yes,No,Yes,1.8,60,2.1,5.5,0.9,60,2,1.8,Yes,72,0.2,2,No,No,No,41.743876,-87.818823,Roberts Road,81st Street,SE-E,0,0,0,0,,0,10,0,0,0,10,0,0,0,0,0,0,0,0,,20,0,0,0,,20,0,3,0,3,10,0,16,36
No,No,Yes,Yes,Yes,99,"Yes, outside vehicle path",Yes,No,Yes,0.5,60,2.5,3.8,1.4,60,0.7,2.4,Yes,64,0.9,1.8,No,No,No,41.7439,-87.818803,Roberts Road,81st Street,SE-S,0,0,0,0,,0,10,0,0,0,10,0,0,0,0,0,0,0,0,,20,0,0,0,,20,0,3,0,3,10,0,16,36
No,No,Yes,Yes,Yes,99,"Yes, outside vehicle path",Yes,No,Yes,1,59,0.6,8.1,2.6,60,1.2,4.7,Yes,72,0.3,6.4,No,No,No,41.743868,-87.819086,Roberts Road,81st Street,SW,0,0,0,0,,0,10,0,0,0,0,0,0,0,0,0,0,0,3,,10,0,0,3,,13,0,3,0,5,10,0,18,31
No,No,Yes,Yes,Yes,99,"Yes, outside vehicle path",Yes,No,Yes,2.3,61,0.6,6.9,1.5,60,1.3,0.6,Yes,66,1.3,1.9,No,No,No,41.741365,-87.818717,Roberts Road,82nd Place,NE,0,0,0,0,,0,10,0,10,0,0,0,0,0,0,0,0,0,0,,20,0,0,0,,20,0,3,0,3,7,0,13,33
No,No,Yes,Yes,Yes,99,"Yes, outside vehicle path",Yes,No,Yes,2,59,1.4,5.3,0.8,59,0.8,4.1,Yes,65,2.2,0.5,No,No,No,41.741232,-87.81871,Roberts Road,82nd Place,SE,0,0,0,0,,0,10,0,0,0,0,0,0,0,0,0,0,0,0,,10,0,0,0,,10,0,3,0,3,7,0,13,23
No,No,Yes,Yes,Yes,99,"Yes, outside vehicle path",Yes,No,Yes,1.4,60,1.9,6.6,2.2,60,2.5,0.6,Yes,67,0.1,3,No,No,No,41.742267,-87.818745,Roberts Road,82nd Street,NE,0,0,0,0,,0,10,0,0,0,0,0,0,0,7,0,0,0,0,,10,0,7,0,,17,0,3,0,3,7,0,13,30
No,No,Yes,Yes,Yes,99,"Yes, outside vehicle path",Yes,No,Yes,2.6,59,5.9,3.2,5.6,60,3.1,1.4,Yes,65,5.3,2,No,No,No,41.742045,-87.81905,Roberts Road,82nd Street,NW,0,0,0,0,,0,10,0,10,0,10,0,3,0,7,0,0,4,0,,30,3,7,4,,44,0,3,0,5,7,0,15,59
No,No,Yes,Yes,Yes,99,No,Yes,No,Yes,1.2,60,1.7,3.8,0.7,59,0.7,1.1,Yes,66,1,0.5,No,No,No,41.742158,-87.818748,Roberts Road,82nd Street,SE,0,0,0,0,,0,10,0,0,0,0,0,0,0,0,0,0,0,0,,10,0,0,0,,10,0,3,0,3,7,0,13,23
No,No,Yes,Yes,Yes,99,"Yes, outside vehicle path",Yes,No,Yes,3.6,58,7.2,7.4,0.6,60,3.4,0.7,Yes,64,7.9,1.1,No,No,No,41.741901,-87.819043,Roberts Road,82nd Street,SW,0,0,0,0,,0,10,0,10,0,10,0,0,0,7,0,0,4,0,,30,0,7,4,,41,0,3,0,5,7,0,15,56
No,No,Yes,Yes,Yes,99,No,Yes,No,Yes,2.5,60,2.8,8.8,4.1,60,1.5,2.9,Yes,72,4.5,1.1,No,No,No,41.739536,-87.818989,Roberts Road,83rd Place,NW,0,0,0,0,,0,10,0,10,0,10,10,0,0,0,0,0,0,0,,40,0,0,0,,40,0,3,0,5,7,0,15,55
No,No,Yes,Yes,Yes,99,No,Yes,No,Yes,2.4,60,2,6.3,2,60,3.4,5.3,Yes,72,2.5,1.8,No,No,No,41.739395,-87.818975,Roberts Road,83rd Place,SW,0,0,0,0,,0,10,0,10,0,0,0,0,0,7,7,0,0,0,,20,0,14,0,,34,0,3,0,5,7,0,15,49
No,No,Yes,Yes,Yes,99,"Yes, outside vehicle path",Yes,No,Yes,1.3,59,0.2,6.3,1.4,59,2.6,0.1,Yes,72,0.1,2,No,No,No,41.740482,-87.818724,Roberts Road,83rd Street,NE-E,0,0,0,0,,0,10,0,0,0,0,0,0,0,7,0,0,0,0,,10,0,7,0,,17,0,3,0,3,7,0,13,30
No,No,Yes,Yes,Yes,99,"Yes, outside vehicle path",Yes,No,Yes,0.7,59,1.9,3.5,1.8,60,1.6,0.9,Yes,67,1,0.1,No,No,No,41.740457,-87.81867,Roberts Road,83rd Street,NE-N,0,0,0,0,,0,10,0,0,0,0,0,0,0,0,0,0,0,0,,10,0,0,0,,10,0,3,0,3,7,0,13,23
No,No,Yes,Yes,Yes,99,"Yes, outside vehicle path",Yes,No,Yes,1.6,60,2.6,3.2,2.2,58,0.8,3.1,Yes,67,3.8,1.5,No,No,No,41.740439,-87.81898,Roberts Road,83rd Street,NW-N,0,0,0,0,,0,10,0,0,0,10,0,0,0,0,0,0,0,0,,20,0,0,0,,20,0,3,0,5,7,0,15,35
No,No,Yes,Yes,Yes,99,"Yes, outside vehicle path",Yes,No,Yes,0.2,60,0.6,8.3,3.1,58,0.1,0.7,Yes,72,0,3.8,No,No,No,41.74047,-87.818952,Roberts Road,83rd Street,NW-W,0,0,0,0,,0,10,0,0,0,0,0,0,0,0,0,0,0,0,,10,0,0,0,,10,0,3,0,5,7,0,15,25
No,No,Yes,Yes,Yes,99,"Yes, outside vehicle path",Yes,No,Yes,1.9,60,1.6,5.6,0.4,59,2.1,0.1,Yes,67,0.1,1.5,No,No,No,41.740311,-87.818685,Roberts Road,83rd Street,SE,0,0,0,0,,0,10,0,0,0,0,0,0,0,7,0,0,0,0,,10,0,7,0,,17,0,3,0,3,7,0,13,30
No,No,Yes,Yes,Yes,99,"Yes, outside vehicle path",Yes,No,Yes,3.1,60,4.2,6.9,3.5,60,4.8,3.4,Yes,67,5.6,0.7,No,No,No,41.74032,-87.818975,Roberts Road,83rd Street,SW-W,0,0,0,0,,0,10,0,10,0,10,0,0,0,7,0,0,4,0,,30,0,7,4,,41,0,3,0,5,7,0,15,56
No,No,Yes,Yes,Yes,99,No,Yes,No,Yes,0.4,72,1.2,7.2,1.2,60,1.4,2.6,Yes,72,0.5,1.3,No,No,No,41.737699,-87.818912,Roberts Road,84th Place,NW,0,0,0,0,,0,10,0,0,0,0,0,0,0,0,0,0,0,0,,10,0,0,0,,10,0,3,0,5,10,0,18,28
No,No,Yes,Yes,Yes,99,No,Yes,No,Yes,1.2,72,1.1,2,0.4,60,2.6,2.2,Yes,72,0.4,1.7,No,No,No,41.737575,-87.818891,Roberts Road,84th Place,SW,0,0,0,0,,0,10,0,0,0,0,0,0,0,7,0,0,0,0,,10,0,7,0,,17,0,3,0,5,10,0,18,35
No,No,Yes,Yes,Yes,99,No,Yes,No,Yes,2.3,56,4.2,4.7,0.9,59,2.5,5.4,Yes,72,3.4,1.6,No,No,No,41.738643,-87.818908,Roberts Road,84th Street,NW,0,0,0,0,,0,10,0,10,0,10,0,0,0,7,7,0,0,0,,30,0,14,0,,44,0,3,0,5,10,0,18,62
No,No,Yes,Yes,Yes,99,No,Yes,No,Yes,3.3,64,2.6,1.1,1.6,60,1.7,4.4,Yes,72,0.9,1.4,No,No,No,41.738458,-87.818898,Roberts Road,84th Street,SW,0,0,0,0,,0,10,0,10,0,10,0,0,0,0,0,0,0,0,,30,0,0,0,,30,0,3,0,5,10,0,18,48
No,No,Yes,Yes,Yes,99,No,Yes,No,Yes,2.5,66,4.2,3,0.6,60,2.3,1.7,Yes,68,5.4,1.6,No,No,No,41.735936,-87.818792,Roberts Road,85th Place,NW,0,0,0,0,,0,10,0,10,0,10,0,0,0,7,0,0,4,0,,30,0,7,4,,41,0,3,0,5,10,0,18,59
No,No,Yes,Yes,Yes,99,No,Yes,No,Yes,4.5,60,5.5,2.9,8.9,60,4.8,1.1,Yes,64,8.6,1.6,No,No,No,41.735827,-87.818783,Roberts Road,85th Place,SW,0,0,0,0,,0,10,0,10,0,10,0,3,0,7,0,0,4,0,,30,3,7,4,,44,0,7,3,7,10,0,27,71
No,No,Yes,Yes,Yes,99,No,Yes,No,Yes,9.1,72,7.4,0.7,7.7,60,3,10.2,Yes,72,8,4.7,No,No,No,41.736833,-87.818833,Roberts Road,85th Street,NW,0,0,0,0,,0,10,0,10,0,10,0,3,0,7,7,0,4,0,,30,3,14,4,,51,0,3,0,5,10,0,18,69
No,No,Yes,Yes,Yes,99,No,Yes,No,Yes,0.6,72,2.5,8.7,2,60,2.5,3.1,Yes,72,4.3,2.4,No,No,No,41.73668,-87.818804,Roberts Road,85th Street,SW,0,0,0,0,,0,10,0,0,0,10,10,0,0,7,0,0,0,0,,30,0,7,0,,37,0,3,0,5,10,0,18,55
